age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
37,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,6,5,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,75,4,999,0,nonexistent,no
38,technician,married,professional.course,no,no,no,telephone,may,mon,80,4,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,cellular,jul,thu,170,4,999,0,nonexistent,no
36,entrepreneur,married,unknown,unknown,yes,no,telephone,may,fri,181,1,999,0,nonexistent,no
50,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,306,3,999,0,nonexistent,no
45,unemployed,married,basic.9y,no,no,no,telephone,nov,thu,134,9,999,0,nonexistent,no
35,management,single,university.degree,unknown,yes,no,cellular,jul,thu,211,1,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,cellular,aug,wed,44,1,3,1,success,no
56,management,married,university.degree,no,yes,no,cellular,nov,thu,149,2,999,0,nonexistent,no
34,technician,single,professional.course,no,yes,no,cellular,nov,tue,131,2,999,0,nonexistent,no
52,unknown,married,unknown,unknown,no,no,cellular,aug,wed,52,11,999,0,nonexistent,no
33,admin.,divorced,high.school,no,unknown,unknown,cellular,jul,wed,57,17,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,3,999,0,nonexistent,yes
52,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,585,2,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,318,1,999,0,nonexistent,no
33,management,married,university.degree,no,yes,no,cellular,nov,mon,681,2,999,0,nonexistent,no
55,technician,married,university.degree,unknown,yes,no,cellular,aug,wed,150,2,999,0,nonexistent,no
48,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,294,4,999,0,nonexistent,no
57,technician,divorced,unknown,no,yes,yes,telephone,jun,tue,237,2,999,0,nonexistent,no
33,unemployed,single,high.school,no,yes,no,telephone,jun,mon,142,3,999,0,nonexistent,no
31,technician,married,professional.course,no,no,no,cellular,aug,fri,121,2,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,197,2,999,0,nonexistent,no
76,retired,married,university.degree,no,yes,no,cellular,dec,wed,258,1,999,0,nonexistent,no
31,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,160,2,999,1,failure,no
35,management,married,basic.9y,no,yes,no,telephone,jun,fri,89,3,999,0,nonexistent,no
48,admin.,divorced,basic.9y,no,yes,no,telephone,may,fri,274,2,999,0,nonexistent,no
45,services,married,high.school,unknown,yes,no,cellular,aug,thu,127,3,999,0,nonexistent,no
37,services,married,basic.6y,no,yes,no,cellular,may,tue,114,1,999,0,nonexistent,no
59,management,married,university.degree,no,yes,no,cellular,aug,tue,0,10,999,0,nonexistent,no
52,self-employed,married,university.degree,no,no,no,cellular,nov,wed,134,1,999,0,nonexistent,no
49,services,married,high.school,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,no
48,technician,married,professional.course,no,no,yes,cellular,jul,wed,266,5,999,0,nonexistent,no
33,services,single,high.school,no,yes,yes,cellular,nov,wed,125,1,999,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,cellular,nov,tue,123,2,999,0,nonexistent,no
33,management,single,university.degree,no,yes,yes,telephone,may,fri,274,2,999,0,nonexistent,no
36,services,married,high.school,unknown,no,no,telephone,jun,tue,49,2,999,0,nonexistent,no
46,admin.,divorced,university.degree,unknown,no,no,telephone,may,mon,303,3,999,0,nonexistent,no
23,student,single,high.school,no,no,no,telephone,nov,mon,105,2,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,237,2,999,0,nonexistent,no
26,admin.,single,high.school,no,no,no,cellular,apr,mon,785,1,999,0,nonexistent,yes
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,429,1,999,0,nonexistent,no
39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,224,2,999,0,nonexistent,no
32,admin.,single,high.school,no,no,no,cellular,nov,thu,470,2,999,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,1051,3,999,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,jul,fri,473,1,999,0,nonexistent,no
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,64,4,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,565,1,999,0,nonexistent,yes
24,admin.,single,high.school,no,yes,yes,telephone,jul,thu,354,1,999,0,nonexistent,no
53,technician,married,professional.course,no,no,no,cellular,sep,tue,925,1,3,1,success,yes
33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,171,5,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,200,1,999,0,nonexistent,yes
29,admin.,single,basic.9y,unknown,no,no,telephone,may,fri,210,3,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,yes,cellular,aug,mon,63,4,999,0,nonexistent,no
46,self-employed,married,basic.4y,no,no,yes,cellular,aug,thu,239,1,999,0,nonexistent,no
38,self-employed,married,high.school,no,yes,no,telephone,jul,tue,121,5,999,0,nonexistent,no
39,technician,married,professional.course,unknown,yes,yes,telephone,jun,wed,65,1,999,0,nonexistent,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,wed,60,1,999,0,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,may,thu,86,2,999,0,nonexistent,no
37,admin.,single,high.school,no,no,yes,cellular,jul,tue,223,6,999,0,nonexistent,no
33,admin.,married,high.school,no,no,no,cellular,jul,fri,98,2,999,0,nonexistent,no
45,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,nov,mon,188,1,999,0,nonexistent,no
33,admin.,single,university.degree,no,no,yes,cellular,may,thu,49,2,999,1,failure,no
43,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,340,1,999,0,nonexistent,no
49,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,81,2,999,0,nonexistent,no
50,services,married,high.school,unknown,yes,no,telephone,may,tue,175,2,999,0,nonexistent,no
38,admin.,married,basic.6y,no,yes,no,telephone,may,thu,229,1,999,0,nonexistent,no
31,services,married,high.school,no,no,yes,cellular,nov,thu,49,1,999,0,nonexistent,no
53,blue-collar,married,high.school,no,no,no,telephone,may,tue,109,1,999,0,nonexistent,no
48,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,187,4,999,0,nonexistent,no
38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,73,1,999,0,nonexistent,no
36,management,married,basic.9y,no,no,no,telephone,may,fri,117,2,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,298,1,999,0,nonexistent,no
41,admin.,married,high.school,no,yes,no,telephone,jun,fri,82,2,999,0,nonexistent,no
43,blue-collar,married,professional.course,no,no,yes,telephone,may,fri,95,12,999,0,nonexistent,no
37,admin.,married,high.school,no,no,no,cellular,jul,mon,157,3,999,0,nonexistent,no
53,admin.,married,high.school,no,no,no,cellular,aug,wed,245,1,999,0,nonexistent,no
39,management,married,university.degree,no,yes,no,telephone,aug,wed,306,1,999,0,nonexistent,yes
29,blue-collar,single,high.school,no,yes,yes,cellular,apr,wed,2129,1,999,1,failure,no
57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,295,1,3,2,success,no
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,223,1,999,1,failure,no
33,management,married,university.degree,no,yes,yes,cellular,jul,thu,1390,2,999,0,nonexistent,no
44,blue-collar,single,unknown,unknown,yes,no,telephone,jun,tue,828,1,999,0,nonexistent,no
33,blue-collar,divorced,basic.6y,unknown,no,no,telephone,jun,fri,398,2,999,0,nonexistent,no
56,technician,married,university.degree,no,no,no,cellular,aug,mon,250,1,999,0,nonexistent,no
30,blue-collar,single,unknown,no,no,no,telephone,may,tue,184,2,999,0,nonexistent,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,81,1,999,0,nonexistent,no
42,management,married,basic.6y,unknown,no,no,telephone,jun,fri,8,2,999,0,nonexistent,no
35,services,single,high.school,unknown,yes,no,telephone,jun,tue,437,2,999,0,nonexistent,no
49,management,divorced,university.degree,no,yes,yes,cellular,aug,tue,138,1,999,0,nonexistent,no
24,admin.,single,university.degree,unknown,no,no,cellular,may,mon,220,1,999,1,failure,no
31,blue-collar,single,professional.course,no,yes,no,cellular,may,thu,60,5,999,1,failure,no
25,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,201,3,999,0,nonexistent,no
57,retired,married,basic.4y,unknown,no,yes,telephone,jun,mon,302,1,999,0,nonexistent,no
35,blue-collar,married,high.school,no,no,no,telephone,jun,mon,184,1,999,0,nonexistent,no
48,retired,married,basic.4y,unknown,no,no,telephone,jun,fri,75,2,999,0,nonexistent,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,119,1,999,1,failure,no
29,technician,single,high.school,no,yes,yes,cellular,nov,fri,484,1,999,0,nonexistent,no
39,blue-collar,divorced,unknown,no,yes,no,cellular,may,thu,40,1,999,0,nonexistent,no
37,technician,single,university.degree,no,yes,no,telephone,jun,tue,117,3,999,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,fri,182,1,999,0,nonexistent,no
38,services,single,basic.6y,no,yes,no,cellular,may,tue,546,2,999,0,nonexistent,yes
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,383,1,999,0,nonexistent,no
53,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,245,3,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,653,5,999,0,nonexistent,no
50,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,222,2,999,0,nonexistent,no
55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,149,1,999,0,nonexistent,no
28,services,single,basic.9y,unknown,yes,no,telephone,may,fri,59,3,999,0,nonexistent,no
53,management,married,university.degree,no,no,no,cellular,may,mon,368,2,999,0,nonexistent,no
26,student,single,high.school,no,no,no,cellular,mar,fri,215,1,6,3,success,yes
45,housemaid,married,professional.course,unknown,yes,no,telephone,jun,thu,126,2,999,0,nonexistent,no
42,admin.,single,university.degree,no,no,no,cellular,aug,mon,1013,3,999,0,nonexistent,no
36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,33,33,999,0,nonexistent,no
25,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,619,2,999,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,no,telephone,may,wed,506,2,999,0,nonexistent,yes
27,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,wed,62,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,260,3,999,0,nonexistent,no
34,self-employed,single,university.degree,no,yes,no,cellular,may,tue,194,3,999,0,nonexistent,no
48,self-employed,married,university.degree,unknown,yes,no,telephone,may,thu,750,2,999,0,nonexistent,no
43,technician,single,university.degree,no,no,no,telephone,may,tue,24,1,999,0,nonexistent,no
34,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,wed,159,1,999,0,nonexistent,no
42,admin.,single,high.school,no,no,no,cellular,jul,fri,163,1,999,0,nonexistent,no
28,services,married,unknown,no,no,no,telephone,jun,fri,9,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,67,3,999,0,nonexistent,no
32,technician,single,professional.course,no,no,no,cellular,may,fri,303,2,999,1,failure,no
25,services,single,basic.9y,no,yes,no,cellular,jul,wed,535,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,341,1,999,0,nonexistent,no
29,unemployed,married,basic.4y,unknown,no,no,cellular,nov,thu,143,6,999,0,nonexistent,no
35,admin.,married,high.school,no,no,no,telephone,jun,wed,113,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,wed,103,4,999,0,nonexistent,no
35,services,divorced,basic.9y,no,yes,yes,cellular,nov,tue,62,6,999,0,nonexistent,no
52,admin.,single,university.degree,no,yes,no,cellular,aug,fri,436,4,999,0,nonexistent,no
36,technician,single,professional.course,no,yes,yes,cellular,jul,thu,164,3,999,0,nonexistent,no
30,admin.,single,high.school,no,yes,no,cellular,may,mon,57,1,999,0,nonexistent,no
38,unemployed,single,university.degree,no,yes,yes,cellular,aug,tue,153,6,999,0,nonexistent,no
52,management,married,professional.course,no,no,no,telephone,may,fri,393,1,999,0,nonexistent,no
26,blue-collar,single,professional.course,no,no,no,cellular,jul,mon,74,6,999,0,nonexistent,no
29,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,93,3,999,0,nonexistent,no
32,student,single,university.degree,no,no,no,cellular,may,fri,209,1,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,jul,mon,200,2,999,0,nonexistent,no
51,admin.,divorced,professional.course,no,yes,no,cellular,jul,tue,408,4,999,0,nonexistent,no
40,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,thu,85,3,999,0,nonexistent,no
65,retired,married,basic.4y,no,no,yes,cellular,nov,tue,141,2,999,0,nonexistent,no
36,blue-collar,single,basic.6y,no,yes,no,cellular,may,thu,329,1,999,0,nonexistent,no
35,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,65,7,999,0,nonexistent,no
36,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,111,4,999,0,nonexistent,no
33,services,divorced,university.degree,no,yes,no,cellular,apr,thu,230,1,999,0,nonexistent,no
27,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,wed,127,8,999,0,nonexistent,no
69,retired,married,basic.4y,no,no,no,cellular,sep,mon,258,3,6,1,success,no
54,retired,single,basic.4y,unknown,no,no,telephone,jun,wed,68,1,999,0,nonexistent,no
35,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,143,1,999,1,failure,no
26,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1106,1,999,0,nonexistent,no
50,housemaid,married,basic.4y,no,no,no,cellular,nov,tue,878,2,999,0,nonexistent,no
55,retired,married,basic.4y,no,yes,no,cellular,aug,fri,137,1,3,1,success,yes
37,services,single,professional.course,no,yes,no,cellular,apr,mon,307,4,999,0,nonexistent,no
37,management,married,university.degree,no,yes,yes,telephone,nov,tue,71,4,999,0,nonexistent,no
32,services,married,high.school,no,no,no,cellular,may,tue,79,1,999,0,nonexistent,no
23,student,single,high.school,no,yes,no,cellular,aug,thu,784,3,15,3,failure,yes
50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,123,1,999,0,nonexistent,no
53,retired,divorced,basic.9y,no,no,no,telephone,jul,mon,313,16,999,0,nonexistent,no
37,blue-collar,single,basic.6y,unknown,no,no,telephone,may,tue,195,2,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,telephone,may,mon,222,6,999,0,nonexistent,no
27,services,single,high.school,no,no,no,cellular,may,fri,472,6,999,1,failure,no
48,unemployed,married,basic.4y,no,yes,yes,telephone,may,thu,56,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,cellular,nov,fri,122,1,3,2,success,yes
43,admin.,married,university.degree,no,no,no,cellular,nov,wed,97,1,999,0,nonexistent,no
37,unemployed,married,university.degree,no,yes,no,telephone,jun,tue,126,3,2,2,success,no
34,services,married,professional.course,unknown,yes,yes,cellular,may,thu,18,8,999,0,nonexistent,no
48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,112,1,999,0,nonexistent,no
36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402,3,999,0,nonexistent,no
38,blue-collar,single,high.school,no,yes,no,cellular,may,fri,81,3,999,1,failure,no
39,technician,divorced,professional.course,no,unknown,unknown,telephone,may,mon,182,11,999,0,nonexistent,no
31,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,72,6,999,0,nonexistent,no
36,services,married,high.school,unknown,yes,no,telephone,may,thu,117,1,999,0,nonexistent,no
46,admin.,married,high.school,no,yes,yes,cellular,nov,mon,165,1,999,0,nonexistent,no
41,services,single,high.school,unknown,yes,no,cellular,may,mon,63,1,999,0,nonexistent,no
37,technician,single,university.degree,no,yes,no,cellular,may,tue,464,3,999,0,nonexistent,no
33,technician,single,university.degree,no,yes,no,cellular,jul,thu,359,2,999,0,nonexistent,no
58,services,married,high.school,no,yes,no,cellular,mar,mon,164,5,999,1,failure,no
36,admin.,married,university.degree,no,yes,no,cellular,may,tue,196,1,999,0,nonexistent,yes
34,services,single,basic.9y,no,yes,yes,cellular,nov,wed,300,1,999,0,nonexistent,no
40,admin.,married,unknown,no,no,no,telephone,may,thu,387,4,999,0,nonexistent,no
55,retired,married,high.school,no,yes,no,cellular,oct,thu,424,2,7,1,success,yes
30,technician,single,professional.course,no,no,no,cellular,may,wed,229,3,999,0,nonexistent,yes
54,admin.,married,university.degree,no,yes,no,telephone,jun,fri,291,2,999,0,nonexistent,no
32,services,married,high.school,no,yes,no,cellular,may,thu,21,12,999,0,nonexistent,no
49,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,135,4,999,0,nonexistent,no
26,technician,single,high.school,no,unknown,unknown,telephone,jun,wed,105,1,999,0,nonexistent,no
28,management,married,high.school,unknown,no,no,telephone,jun,tue,61,6,999,0,nonexistent,no
32,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,11,1,999,0,nonexistent,no
29,services,married,high.school,no,yes,no,cellular,nov,thu,114,1,999,0,nonexistent,no
32,technician,single,professional.course,no,yes,yes,cellular,jun,mon,187,1,999,0,nonexistent,no
39,admin.,married,basic.9y,no,yes,no,cellular,may,thu,279,1,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,59,2,999,0,nonexistent,no
33,technician,married,professional.course,no,no,no,cellular,aug,tue,74,1,999,0,nonexistent,no
40,admin.,married,high.school,unknown,no,yes,cellular,may,fri,326,4,999,0,nonexistent,no
58,technician,married,professional.course,no,no,no,cellular,aug,tue,704,2,999,0,nonexistent,yes
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,98,1,999,2,failure,no
29,technician,single,basic.9y,no,yes,no,cellular,jul,wed,603,1,999,0,nonexistent,yes
35,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,62,1,999,0,nonexistent,no
27,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,72,3,999,0,nonexistent,no
34,blue-collar,married,high.school,no,no,no,telephone,may,wed,56,2,999,0,nonexistent,no
30,technician,married,university.degree,unknown,no,yes,cellular,aug,wed,96,1,999,0,nonexistent,no
50,self-employed,divorced,university.degree,no,yes,no,cellular,nov,thu,743,1,999,1,failure,no
47,services,married,high.school,no,yes,no,cellular,nov,wed,311,1,999,0,nonexistent,no
37,admin.,married,high.school,no,yes,no,telephone,may,mon,115,4,999,0,nonexistent,no
37,technician,married,university.degree,no,no,no,cellular,nov,thu,174,1,999,0,nonexistent,no
26,student,single,basic.9y,unknown,yes,yes,telephone,may,fri,164,1,999,0,nonexistent,no
18,student,single,unknown,no,yes,no,cellular,aug,wed,561,1,17,2,failure,yes
29,housemaid,married,high.school,no,no,no,telephone,may,fri,161,12,999,0,nonexistent,no
24,unemployed,single,university.degree,no,no,no,telephone,may,wed,96,2,999,0,nonexistent,no
34,admin.,married,high.school,no,no,no,cellular,nov,thu,1598,4,999,0,nonexistent,yes
25,blue-collar,married,basic.4y,no,no,yes,cellular,jul,thu,521,1,999,0,nonexistent,no
54,admin.,divorced,university.degree,no,yes,yes,telephone,may,mon,375,2,999,0,nonexistent,no
30,technician,married,university.degree,no,no,yes,cellular,jun,fri,131,1,999,1,failure,no
36,housemaid,married,basic.4y,no,yes,yes,cellular,jul,mon,120,6,999,0,nonexistent,no
40,technician,single,high.school,no,yes,no,cellular,aug,fri,73,1,999,0,nonexistent,no
54,unemployed,married,high.school,unknown,yes,no,cellular,jul,fri,83,2,999,0,nonexistent,no
35,services,married,high.school,no,no,no,cellular,sep,tue,421,2,3,1,success,no
27,blue-collar,single,basic.9y,no,no,no,cellular,jul,tue,169,2,999,0,nonexistent,no
30,self-employed,single,university.degree,no,no,no,telephone,jun,thu,39,1,999,0,nonexistent,no
42,services,divorced,basic.6y,no,no,no,telephone,jun,mon,71,2,999,0,nonexistent,no
38,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,252,1,999,0,nonexistent,no
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,687,1,0,1,success,yes
50,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,455,4,999,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,telephone,may,thu,770,2,999,0,nonexistent,no
26,admin.,single,high.school,no,no,no,cellular,jun,tue,479,1,999,0,nonexistent,yes
49,admin.,married,high.school,no,no,no,cellular,may,tue,104,1,6,1,success,no
83,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,667,2,3,1,success,yes
46,admin.,married,unknown,no,no,no,telephone,may,mon,348,1,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,298,3,999,0,nonexistent,no
37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,464,1,999,0,nonexistent,no
59,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,206,1,999,1,failure,yes
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,926,1,999,0,nonexistent,no
45,unemployed,married,basic.6y,unknown,no,no,telephone,may,mon,265,1,999,0,nonexistent,no
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,365,4,999,0,nonexistent,no
25,technician,single,professional.course,no,yes,no,cellular,jul,mon,292,2,999,0,nonexistent,no
52,management,married,university.degree,no,yes,no,telephone,may,fri,412,1,999,0,nonexistent,no
33,technician,married,professional.course,no,yes,no,cellular,aug,tue,64,1,999,0,nonexistent,no
32,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,1805,4,999,0,nonexistent,no
33,self-employed,single,university.degree,no,yes,no,telephone,may,fri,227,2,999,0,nonexistent,no
42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,419,3,999,1,failure,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,117,3,999,0,nonexistent,no
36,services,divorced,university.degree,no,no,no,telephone,may,mon,187,3,999,0,nonexistent,no
37,self-employed,divorced,high.school,no,no,no,telephone,may,tue,182,1,999,0,nonexistent,no
32,blue-collar,married,basic.6y,no,yes,yes,cellular,may,mon,261,1,999,1,failure,no
32,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,187,1,999,0,nonexistent,no
50,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,106,3,999,0,nonexistent,no
27,services,single,university.degree,no,unknown,unknown,cellular,jul,wed,288,9,999,0,nonexistent,no
49,admin.,divorced,high.school,no,yes,no,telephone,may,tue,142,1,999,0,nonexistent,no
35,technician,single,university.degree,no,no,no,cellular,aug,thu,26,17,999,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,cellular,jun,mon,208,1,999,0,nonexistent,no
45,admin.,divorced,basic.9y,no,yes,no,cellular,nov,wed,575,9,999,0,nonexistent,no
54,unemployed,married,professional.course,no,yes,no,telephone,nov,thu,200,2,10,4,failure,no
50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,849,1,999,0,nonexistent,yes
38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,17,3,999,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,aug,fri,55,4,999,0,nonexistent,no
29,admin.,married,university.degree,no,no,yes,telephone,may,tue,232,3,999,0,nonexistent,no
53,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,70,4,999,0,nonexistent,no
58,management,divorced,university.degree,no,no,no,telephone,nov,wed,139,1,999,0,nonexistent,yes
31,admin.,married,basic.9y,unknown,yes,no,telephone,jul,mon,229,5,999,0,nonexistent,no
55,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,150,3,999,0,nonexistent,no
56,self-employed,single,basic.9y,unknown,no,no,telephone,jun,thu,64,2,999,0,nonexistent,no
42,management,married,university.degree,unknown,yes,no,cellular,aug,tue,196,1,999,0,nonexistent,no
59,management,married,university.degree,no,yes,no,cellular,aug,tue,210,2,999,1,failure,no
42,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,256,4,999,0,nonexistent,no
33,services,unknown,high.school,no,no,no,telephone,jun,fri,11,21,999,0,nonexistent,no
33,management,married,university.degree,no,yes,no,cellular,jul,tue,429,1,999,0,nonexistent,yes
59,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,483,2,999,0,nonexistent,no
30,admin.,single,basic.9y,no,no,no,cellular,may,tue,17,1,999,0,nonexistent,no
32,management,single,university.degree,no,yes,no,cellular,mar,tue,164,1,999,0,nonexistent,no
38,services,single,high.school,no,yes,no,telephone,sep,thu,1,1,9,3,success,no
40,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,70,1,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,yes,telephone,may,wed,154,2,999,0,nonexistent,no
41,unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,229,1,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,150,4,999,0,nonexistent,no
88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,188,3,999,0,nonexistent,yes
33,admin.,single,high.school,no,no,no,cellular,may,wed,341,1,999,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,251,2,999,0,nonexistent,no
32,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,940,1,14,1,success,yes
35,technician,married,university.degree,no,yes,no,cellular,aug,wed,560,1,999,0,nonexistent,yes
47,admin.,single,university.degree,no,yes,yes,telephone,may,fri,139,1,999,0,nonexistent,no
39,housemaid,married,high.school,no,yes,no,telephone,may,fri,193,11,999,0,nonexistent,no
24,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,225,2,999,0,nonexistent,no
41,technician,married,professional.course,no,no,no,telephone,jun,fri,268,3,999,0,nonexistent,no
35,admin.,single,basic.9y,no,yes,no,telephone,may,tue,38,6,999,0,nonexistent,no
54,services,married,high.school,no,no,no,telephone,jul,wed,250,1,999,0,nonexistent,no
52,admin.,married,university.degree,unknown,yes,no,cellular,nov,fri,131,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,telephone,jun,thu,151,2,999,0,nonexistent,no
52,admin.,married,university.degree,no,no,yes,cellular,may,mon,434,2,999,0,nonexistent,no
28,technician,married,basic.9y,no,no,no,telephone,may,tue,472,2,999,1,failure,no
35,technician,married,basic.6y,no,no,no,telephone,may,wed,104,2,999,0,nonexistent,no
48,blue-collar,divorced,basic.9y,no,yes,yes,telephone,may,fri,246,3,999,0,nonexistent,no
31,services,married,basic.9y,no,yes,no,cellular,jun,mon,208,1,999,0,nonexistent,no
30,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,293,1,9,1,success,yes
40,technician,married,university.degree,no,yes,no,cellular,jul,thu,296,3,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,no,cellular,aug,mon,1364,2,999,0,nonexistent,no
57,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,mon,518,1,999,0,nonexistent,no
37,unemployed,married,high.school,no,yes,no,telephone,jun,tue,29,1,999,0,nonexistent,no
48,management,divorced,university.degree,no,no,no,telephone,may,wed,236,2,999,0,nonexistent,no
52,technician,married,professional.course,no,no,no,cellular,jul,thu,191,1,999,0,nonexistent,no
59,technician,married,professional.course,no,no,no,cellular,jun,thu,1207,4,999,1,failure,yes
41,technician,married,university.degree,no,yes,no,cellular,aug,mon,71,1,999,0,nonexistent,no
39,technician,single,professional.course,no,no,no,cellular,apr,mon,714,1,999,0,nonexistent,no
